407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;None;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
407.001228499;367.915025516;71.0633520178;71.1125867902;153.003267939;71.0070419043;370.267470891;365.562580142;X;
